"Арт №";"Наименование позиции";"Цена, грн";Ед.
32898;"Адаптер фасада ArciTech внутреннего ящика H=186, шампань (9123091) Hettich";"783,18 грн.";шт
49758;"Поперечный релинг Orgastore L=2000, антрацит(9182712)";"466,74 грн.";шт
60463;"Направляющая Actro, Silent System L=400мм, правая (9239280) Hettich";"474,6 грн.";шт
28773;"Боковина ArciTech H= 94 L=450 антрацит, левая (9121289) Hettich";"255,48 грн.";шт
77696;"ArciTech соединитель для DesignSide из другого материала (9122998) Hettich";"580,92 грн.";шт
26749;"Релинг продольный L-450 для ящика Muller Box белый";"112,74 грн.";шт
14780;"К-кт. креплений передней панели  Muller Box под 1 релинг Н-135";"103,74 грн.";шт
26742;"Комлект Muller Box L-450 Н-199 с надставкой белый";"1087,26 грн.";шт
26736;"К-кт. креплений задней стенки для  Muller Box под 2 релинга Н-199 белый";"83,46 грн.";шт
98105;"К-кт. креплений задней стенки для  Muller Box Н-84";"35,88 грн.";шт
26738;"Комлект Muller Box L-350  Н-84 белый";"797,46 грн.";шт
73570;"Комплект Muller Box profi line L-450 Н-95 белый";"1042,56 грн.";к-т
73578;"Комплект Muller Box profi line L-500 Н-127 белый";"1191,48 грн.";к-т
73586;"Комплект Muller Box profi line L-270 Н-127 антрацит";"943,26 грн.";к-т
73594;"Комплект Muller Box profi line L-350 Н-95 антрацит";"893,64 грн.";к-т
73603;"Комплект Muller Box profi line L-500 Н-178 антрацит";"1390,08 грн.";к-т
73620;"Передняя панель для вн.ящика Muller Box profi line 1100 белая";"815,1 грн.";шт
72001;"Комплект Muller Box L-400 с 2 релингами";"1133,47 грн.";к-т
72010;"Комплект Muller Box L-400 с 1 релингом белый";"997,94 грн.";к-т
72018;"Комплект Muller Box L-400 внутренний ящик белый";"1604,39 грн.";к-т
117805;"Комплект внутр. ящик Muller Box profi line L-500 Н-95 антрацит";"1993,07 грн.";к-т
117814;"Комплект внутр. ящик Muller Box profi line L-550 Н-95 белый";"2042,71 грн.";к-т
29261;"Комплект для ящиков Atira, частичного выдвижения L=470мм H=70мм, антрацит Hettich";"1153,03 грн.";к-т
29130;"Организация OrgaStore 810 W=600 L=470 серебро (9194843) Hettich";"1325,58 грн.";шт
29049;"Соединитель задней стенки H=70мм Atira, белый, левый (9194627) Hettich";"59,7 грн.";шт
29165;"Комплект надставок DesignSide L=420мм Н=144мм, белая (9194807) Hettich";"1174,68 грн.";шт
29076;"Продольный релинг L=520мм, Atira , белый, левый (9194547) Hettich";"125,58 грн.";шт
29299;"Комплект для ящиков Atira, полного выдвижения L=350мм H=176мм, антрацит Hettich";"1677,52 грн.";к-т
29301;"Комплект для ящиков Atira, частичного выдвижения L=350мм H=176мм, белый Hettich";"1413,34 грн.";к-т
29023;"Боковина Atira L=470 мм H=70мм белая, правая (9194413) Hettich";"231,96 грн.";шт
29338;"Комплект для ящиков Atira, частичного выдвижения L=520мм H=176мм, белый Hettich";"1529,38 грн.";к-т
29296;"Комплект для ящиков Atira, частичного выдвижения L=350мм H=144мм, серебристый Hettich";"1371,34 грн.";к-т
29047;"Соединитель задней стенки H=176мм Atira, серебро, левый (9027832) Hettich";"103,8 грн.";шт
29277;"Комплект для ящиков Atira, частичного выдвижения L=470мм H=176мм, серебристый Hettich";"1495,29 грн.";к-т
29063;"Продольный релинг L=350мм, Atira , серебристый, правый (9194527) Hettich";"114,9 грн.";шт
29068;"Продольный релинг L=520мм, Atira , серебристый, левый (9194532) Hettich";"125,58 грн.";шт
29010;"Боковина Atira L=350 мм H=70мм серебристая, левая (9194394) Hettich";"213,42 грн.";шт
29170;"Надставка TopSide L=420мм H=144мм, Atira, антрацит (9194694) Hettich";"580,38 грн.";шт
29067;"Продольный релинг L=470мм, Atira , серебристый, правый (9194531) Hettich";"122,46 грн.";шт
29122;"Организация OrgaTray 610, серебро (9194881) Hettich";"2070,24 грн.";шт
29178;"Соединитель лицевой панели Atira Н=70мм, белая (9196348) Hettich";"200,1 грн.";шт
29272;"Комплект для ящиков Atira, частичного выдвижения L=470мм H=144мм, антрацит Hettich";"1453,29 грн.";к-т
29039;"Заглушка Atira с логотипом Hettich, белая (9194647) Hettich";"8,04 грн.";шт
29011;"Боковина Atira L=350 мм H=70мм серебристая, правая (9194395) Hettich";"213,42 грн.";шт
30468;"Дополнительный релинг L=520мм, Atira антрацит,  левая (9195048) Hettich";"125,58 грн.";шт
29318;"Комплект для ящиков Atira, полного выдвижения L=420мм H=70мм, антрацит Hettich";"1393,22 грн.";к-т
30466;"Дополнительный релинг L=420мм, Atira антрацит,  левая (9195044) Hettich";"119,34 грн.";шт
29028;"Боковина Atira L=420 мм H=70мм антрацит, левая (9194424) Hettich";"224,22 грн.";шт
30463;"Дополнительный релинг L=350мм, Atira антрацит, левая (9195042) Hettich";"114,9 грн.";шт
30459;"Дополнительный релинг L=520мм, Atira белая, левая (9195034) Hettich";"125,58 грн.";шт
30455;"Дополнительный релинг L=470мм, Atira антрацит, левая (9195046) Hettich";"122,46 грн.";шт
29159;"Надставка TopSide L=520мм H=144мм, Atira, белая (9194689) Hettich";"588,96 грн.";шт
29083;"Продольный релинг L=470мм, Atira , антрацит, правый (9194559) Hettich";"122,46 грн.";шт
48381;"Фиксатор Atira для внутреннего ящика, Серый (9235838)";"286,74 грн.";шт
31211;"Направляющая Quadro V6 P2O L=420 полного выдвиж. 10,5 Atira правая  (9113938) Hettich";"532,98 грн.";шт
51809;"Комплект для ящиков Atira, частичного выдвижения L=420мм H=176мм, серебристый Hettich (2 релинга)";"1708,9 грн.";к-т
52257;"Комплект ящиков Atira, полного выдвижения с стекл.надставками TopSide L=520мм H=144мм, серебро";"2558,72 грн.";к-т
52174;"Комплект для ящиков Atira, полного выдвижения Р2О L=420мм H=176мм, антрацит Hettich (2 релинга)";"2254,14 грн.";к-т
51953;"Комплект ящиков Atira, полного выдвижения со стекл.надставкой DesignSide L=520мм H=144мм, антрацит";"2696,83 грн.";к-т
51909;"Комплект для внутренних ящиков Atira, частичного выдвижения L=520мм H=144мм, белый Hettich";"3885,78 грн.";к-т
52152;"Комплект для ящиков Atira, полного выдвижения Р2О L=420мм H=144мм, белый Hettich";"1964,38 грн.";к-т
51891;"Комплект для внутренних ящиков Atira, полного выдвижения L=470мм H=144мм, антрацит Hettich";"4122,53 грн.";к-т
51903;"Комплект для внутренних ящиков Atira, частичного выдвижения L=470мм H=70мм, серебристый Hettich";"2780,37 грн.";к-т
51937;"Комплект ящиков Atira, полного выдвижения со стекл.надставкой DesignSide L=420мм H=144мм, серебро";"2614,09 грн.";к-т
51816;"Комплект для ящиков Atira, полного выдвижения L=520мм H=176мм, антрацит Hettich (2 релинга)";"2063,33 грн.";к-т
51936;"Комплект ящиков Atira, полного выдвижения со стекл.надставкой DesignSide L=420мм H=144мм, белый";"2614,09 грн.";к-т
51857;"Комплект для внутренних ящиков Atira, частичного выдвижения L=350мм H=70мм, антрацит Hettich";"2713,48 грн.";к-т
51888;"Комплект для внутренних ящиков Atira, частичного выдвижения L=420мм H=70мм, белый Hettich";"2752,49 грн.";к-т
51922;"Комплект ящиков Atira, частичного выдвижения с стекл.надставкой DesignSide L=350мм H=144мм, белый";"2291,97 грн.";к-т
51900;"Комплект для внутренних ящиков Atira, полного выдвижения L=470мм H=70мм, серебристый Hettich";"3051,22 грн.";к-т
52268;"Комплект для ящиков Atira, полного выдвижения Р2О L=520мм H=176мм, белый Hettich";"2075,21 грн.";к-т
52151;"Комплект для ящиков Atira, полного выдвижения Р2О L=420мм H=144мм, антрацит Hettich";"1964,38 грн.";к-т
